filepath,filename,domain,label,stratify_key,split,flag
Training_Pool_A_Walls\Non-Cracked\7114-196.jpg,7114-196.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7120-107.jpg,7120-107.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7069-38.jpg,7069-38.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7053-225.jpg,7053-225.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Cracked\7045-103.jpg,7045-103.jpg,Decks,Cracked,Decks_Cracked,val,no flag
Training_Pool_B_Decks\Cracked\7050-157.jpg,7050-157.jpg,Decks,Cracked,Decks_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7017-173.jpg,7017-173.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7120-29.jpg,7120-29.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7114-116.jpg,7114-116.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7092-106.jpg,7092-106.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7024-82.jpg,7024-82.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7053-146.jpg,7053-146.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7037-44.jpg,7037-44.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7050-134.jpg,7050-134.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7087-152.jpg,7087-152.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7127-238.jpg,7127-238.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7082-143.jpg,7082-143.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7075-216.jpg,7075-216.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7091-166.jpg,7091-166.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Cracked\7018-214.jpg,7018-214.jpg,Decks,Cracked,Decks_Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7124-75.jpg,7124-75.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7140-80.jpg,7140-80.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7084-135.jpg,7084-135.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7008-49.jpg,7008-49.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7120-195.jpg,7120-195.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Cracked\7013-151.jpg,7013-151.jpg,Decks,Cracked,Decks_Cracked,val,no flag
Training_Pool_B_Decks\Cracked\7006-156.jpg,7006-156.jpg,Decks,Cracked,Decks_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7053-90.jpg,7053-90.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,"noncracked_high_edges, very_dark"
Training_Pool_B_Decks\Non-Cracked\7057-33.jpg,7057-33.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7079-72.jpg,7079-72.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7108-72.jpg,7108-72.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7072-15.jpg,7072-15.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7113-72.jpg,7113-72.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7057-68.jpg,7057-68.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7019-124.jpg,7019-124.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7088-29.jpg,7088-29.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7038-66.jpg,7038-66.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7011-98.jpg,7011-98.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7130-162.jpg,7130-162.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7084-176.jpg,7084-176.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7134-187.jpg,7134-187.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7108-180.jpg,7108-180.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7019-223.jpg,7019-223.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7053-207.jpg,7053-207.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7118-115.jpg,7118-115.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7076-91.jpg,7076-91.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7125-193.jpg,7125-193.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7130-170.jpg,7130-170.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7048-101.jpg,7048-101.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7097-62.jpg,7097-62.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7029-101.jpg,7029-101.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7083-2.jpg,7083-2.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7134-43.jpg,7134-43.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7002-30.jpg,7002-30.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7087-127.jpg,7087-127.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7129-142.jpg,7129-142.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7019-42.jpg,7019-42.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7076-193.jpg,7076-193.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7127-183.jpg,7127-183.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7101-58.jpg,7101-58.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Cracked\7028-63.jpg,7028-63.jpg,Decks,Cracked,Decks_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7047-80.jpg,7047-80.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7016-155.jpg,7016-155.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7105-201.jpg,7105-201.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7075-164.jpg,7075-164.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7132-160.jpg,7132-160.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7115-242.jpg,7115-242.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7041-37.jpg,7041-37.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,very_dark
Training_Pool_A_Walls\Non-Cracked\7096-30.jpg,7096-30.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7087-25.jpg,7087-25.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7117-184.jpg,7117-184.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7018-232.jpg,7018-232.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7084-242.jpg,7084-242.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_B_Decks\Cracked\7023-183.jpg,7023-183.jpg,Decks,Cracked,Decks_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7023-70.jpg,7023-70.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7046-104.jpg,7046-104.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7032-30.jpg,7032-30.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7128-161.jpg,7128-161.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7008-155.jpg,7008-155.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7039-70.jpg,7039-70.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,"noncracked_high_edges, very_dark"
Training_Pool_A_Walls\Cracked\7069-208.jpg,7069-208.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7103-102.jpg,7103-102.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7109-93.jpg,7109-93.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7080-38.jpg,7080-38.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7044-217.jpg,7044-217.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,"noncracked_high_edges, very_dark"
Training_Pool_A_Walls\Cracked\7111-40.jpg,7111-40.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7094-95.jpg,7094-95.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7106-216.jpg,7106-216.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7015-121.jpg,7015-121.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7101-199.jpg,7101-199.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7139-245.jpg,7139-245.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7017-246.jpg,7017-246.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7126-110.jpg,7126-110.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7140-6.jpg,7140-6.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7096-84.jpg,7096-84.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7072-183.jpg,7072-183.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7112-170.jpg,7112-170.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7022-198.jpg,7022-198.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7049-227.jpg,7049-227.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7037-166.jpg,7037-166.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7117-27.jpg,7117-27.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7070-16.jpg,7070-16.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7131-245.jpg,7131-245.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7044-5.jpg,7044-5.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7027-223.jpg,7027-223.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7024-27.jpg,7024-27.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7026-4.jpg,7026-4.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7019-144.jpg,7019-144.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7129-208.jpg,7129-208.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7104-7.jpg,7104-7.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7070-28.jpg,7070-28.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7028-136.jpg,7028-136.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7108-78.jpg,7108-78.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7008-54.jpg,7008-54.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7139-131.jpg,7139-131.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,noncracked_high_edges
Training_Pool_B_Decks\Cracked\7035-62.jpg,7035-62.jpg,Decks,Cracked,Decks_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7004-138.jpg,7004-138.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7127-176.jpg,7127-176.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7069-158.jpg,7069-158.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7074-178.jpg,7074-178.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7127-111.jpg,7127-111.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7091-174.jpg,7091-174.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7011-13.jpg,7011-13.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7096-117.jpg,7096-117.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7014-115.jpg,7014-115.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7139-111.jpg,7139-111.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7136-16.jpg,7136-16.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7054-74.jpg,7054-74.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,very_bright
Training_Pool_B_Decks\Non-Cracked\7026-247.jpg,7026-247.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7127-99.jpg,7127-99.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Cracked\7029-76.jpg,7029-76.jpg,Decks,Cracked,Decks_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7043-128.jpg,7043-128.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7009-151.jpg,7009-151.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7087-185.jpg,7087-185.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7139-107.jpg,7139-107.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7138-222.jpg,7138-222.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7120-48.jpg,7120-48.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7019-3.jpg,7019-3.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7041-165.jpg,7041-165.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7010-106.jpg,7010-106.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7079-184.jpg,7079-184.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7133-76.jpg,7133-76.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7135-42.jpg,7135-42.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7032-44.jpg,7032-44.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,very_bright
Training_Pool_A_Walls\Non-Cracked\7107-48.jpg,7107-48.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7084-251.jpg,7084-251.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7091-61.jpg,7091-61.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7087-188.jpg,7087-188.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7004-232.jpg,7004-232.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7092-118.jpg,7092-118.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7134-70.jpg,7134-70.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7139-173.jpg,7139-173.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7071-200.jpg,7071-200.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7096-94.jpg,7096-94.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7090-53.jpg,7090-53.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7073-130.jpg,7073-130.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7027-91.jpg,7027-91.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7018-202.jpg,7018-202.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7011-104.jpg,7011-104.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7053-2.jpg,7053-2.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7071-47.jpg,7071-47.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7095-225.jpg,7095-225.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7104-90.jpg,7104-90.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7009-231.jpg,7009-231.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7057-23.jpg,7057-23.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7008-111.jpg,7008-111.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7132-84.jpg,7132-84.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7121-182.jpg,7121-182.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7080-233.jpg,7080-233.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7019-179.jpg,7019-179.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7105-223.jpg,7105-223.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7103-240.jpg,7103-240.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7123-49.jpg,7123-49.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,very_bright
Training_Pool_A_Walls\Non-Cracked\7078-84.jpg,7078-84.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7070-169.jpg,7070-169.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7095-195.jpg,7095-195.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7041-18.jpg,7041-18.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7043-239.jpg,7043-239.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7028-73.jpg,7028-73.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7101-156.jpg,7101-156.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7057-54.jpg,7057-54.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7072-26.jpg,7072-26.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7005-185.jpg,7005-185.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7031-147.jpg,7031-147.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Cracked\7039-134.jpg,7039-134.jpg,Decks,Cracked,Decks_Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7140-150.jpg,7140-150.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7131-109.jpg,7131-109.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7096-48.jpg,7096-48.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7134-46.jpg,7134-46.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7051-172.jpg,7051-172.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7123-43.jpg,7123-43.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7104-104.jpg,7104-104.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7096-114.jpg,7096-114.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7072-77.jpg,7072-77.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7052-195.jpg,7052-195.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7117-208.jpg,7117-208.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7012-70.jpg,7012-70.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7104-112.jpg,7104-112.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7109-205.jpg,7109-205.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7129-199.jpg,7129-199.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7010-160.jpg,7010-160.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_B_Decks\Non-Cracked\7053-20.jpg,7053-20.jpg,Decks,Non-Cracked,Decks_Non-Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7087-151.jpg,7087-151.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Cracked\7116-229.jpg,7116-229.jpg,Walls,Cracked,Walls_Cracked,val,no flag
Training_Pool_A_Walls\Non-Cracked\7091-119.jpg,7091-119.jpg,Walls,Non-Cracked,Walls_Non-Cracked,val,no flag
